Nested Section Name,Link
1201.03(d) - Sister Corporations,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e450.html
1201.03(e) - License and Franchise Situations,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e466.html
1201.03(a) - No Explanation of Use of Mark by Related Companies or Applicant’s Control Over Use of Mark by Related Companies Required,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e398.html
1201.03(b) - Wholly Owned Related Companies,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e409.html
"1201.03(c) - Common Stockholders, Directors, or Officers",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e430.html
1201.03(d) - Sister Corporations,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e450.html
1201.03(e) - License and Franchise Situations,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e466.html
1201.04 - Inquiry Regarding Parties Named on Specimens or Elsewhere in Record,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e516.html
1201.05 - Acceptable Claim of Ownership Based on Applicant’s Own Use,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e532.html
1201.06 - Special Situations Pertaining to Ownership,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e541.html
1201.06(a) - Applicant Is Merely Distributor or Importer,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e545.html
1201.06(b) - Goods Manufactured in a Country Other than Where Applicant Is Located,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e591.html
1201.06(c) - Applicant Using Designation of a U.S. Government Agency or Instrumentality,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d2c2af_1971a_2bd.html
1201.06(a) - Applicant Is Merely Distributor or Importer,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e545.html
1201.06(b) - Goods Manufactured in a Country Other than Where Applicant Is Located,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e591.html
1201.06(c) - Applicant Using Designation of a U.S. Government Agency or Instrumentality,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d2c2af_1971a_2bd.html
1201.07 - Related Companies and Likelihood of Confusion,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e597.html
1201.07(a) - “Single Source” – “Unity of Control”,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e601.html
1201.07(b) - Appropriate Action with Respect to Assertion of Unity of Control,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e646.html
1201.07(b)(i) - When Either Applicant or Registrant Owns All of the Other Entity,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e660.html
1201.07(b)(ii) - Joint Ownership or Ownership of Substantially All of the Other Entity,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e675.html
1201.07(b)(iii) - When the Record Does Not Support a Presumption of Unity of Control,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e694.html
1201.07(b)(iv) - When the Record Contradicts an Assertion of Unity of Control,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e712.html
1201.07(a) - “Single Source” – “Unity of Control”,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e601.html
1201.07(b) - Appropriate Action with Respect to Assertion of Unity of Control,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e646.html
1201.07(b)(i) - When Either Applicant or Registrant Owns All of the Other Entity,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e660.html
1201.07(b)(ii) - Joint Ownership or Ownership of Substantially All of the Other Entity,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e675.html
1201.07(b)(iii) - When the Record Does Not Support a Presumption of Unity of Control,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e694.html
1201.07(b)(iv) - When the Record Contradicts an Assertion of Unity of Control,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e712.html
1201.07(b)(i) - When Either Applicant or Registrant Owns All of the Other Entity,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e660.html
1201.07(b)(ii) - Joint Ownership or Ownership of Substantially All of the Other Entity,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e675.html
1201.07(b)(iii) - When the Record Does Not Support a Presumption of Unity of Control,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e694.html
1201.07(b)(iv) - When the Record Contradicts an Assertion of Unity of Control,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e712.html
1202 - Use of Subject Matter as Trademark,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e718.html
1202.01 - Refusal of Matter Used Solely as a Trade Name,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e786.html
1202.02 - Registration of Trade Dress,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e835.html
1202.02(a) - Functionality of Trade Dress,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e873.html
1202.02(a)(i) - Statutory Basis for Functionality Refusal,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e888.html
1202.02(a)(ii) - Purpose of Functionality Doctrine,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e914.html
1202.02(a)(iii) - Background and Definitions,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e926.html
1202.02(a)(iii)(A) - Functionality,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e930.html
1202.02(a)(iii)(B) - “De Jure” and “De Facto” Functionality,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e962.html
1202.02(a)(iv) - Burden of Proof in Functionality Determinations,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e1042.html
1202.02(a)(v) - Evidence and Considerations Regarding Functionality Determinations,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e1063.html
1202.02(a)(v)(A) - Utility Patents and Design Patents,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e1151.html
"1202.02(a)(v)(B) - Advertising, Promotional, or Explanatory Material in Functionality Determinations",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e1212.html
1202.02(a)(v)(C) - Availability of Alternative Designs in Functionality Determinations,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e1232.html
1202.02(a)(v)(D) - Ease or Economy of Manufacture in Functionality Determinations,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e1281.html
1202.02(a)(vi) - Aesthetic Functionality,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e1300.html
1202.02(a)(vii) - Functionality and Service Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e1327.html
1202.02(a)(viii) - Functionality and Non-Traditional Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e1347.html
1202.02(b) - Distinctiveness of Trade Dress,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e1367.html
1202.02(b)(i) - Distinctiveness and Product Design Trade Dress,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e1385.html
1202.02(b)(ii) - Distinctiveness and Product Packaging Trade Dress,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e1424.html
"1202.02(c) - Drawings, Descriptions, and Disclaimers in Trade Dress Applications",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e1479.html
1202.02(c)(i) - Drawings of Trade Dress Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e1487.html
1202.02(c)(i)(A) - Functional Matter,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d2241b_2109c_230.html
1202.02(c)(i)(B) - Nondistinctive Matter,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d2241b_232a4_bd.html
1202.02(c)(i)(C) - Drawings in §44 and §66(a) Applications,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d2241b_23731_1b3.html
1202.02(c)(ii) - Descriptions of Trade Dress Marks Required,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e1524.html
1202.02(c)(iii) - Disclaimers of Unregistrable Elements of Trade Dress Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e1584.html
1202.02(c)(iii)(A) - Functional Matter,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d2241c_1718d_150.html
1202.02(c)(iii)(B) - Nondistinctive Matter,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d2241c_17386_7c.html
1202.02(c)(iv) - Three-Dimensional Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e1620.html
1202.02(d) - Trade Dress in §1(b) Applications,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e1629.html
1202.02(e) - Trade Dress in §44 and §66(a) Applications,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e1654.html
1202.02(f) - Identification of Goods/Services in Trade Dress Applications,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120202f.html
1202.02(f)(i) - Product Design,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120202fi.html
1202.02(f)(ii) - Product Packaging,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120202fii.html
1202.03 - Refusal on Basis of Ornamentation,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e1688.html
1202.03(a) - Commercial Impression,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e1728.html
1202.03(b) - Practices of the Trade,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e1745.html
1202.03(c) - “Secondary Source”,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e1773.html
1202.03(d) - Evidence of Distinctiveness,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e1825.html
"1202.03(e) - Ornamentation with Respect to §1(b), §44, and §66(a) Applications",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e1842.html
1202.03(f) - Ornamentation: Case References,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e1853.html
1202.03(f)(i) - Slogans or Words Used on the Goods,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e1859.html
1202.03(f)(ii) - Designs Used on the Goods,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e1884.html
1202.03(f)(iii) - Trade Dress on the Containers for the Goods,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e1901.html
1202.03(g) - Ornamentation Cases and Acquired Distinctiveness,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e1915.html
1202.04 - Informational Matter,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e1927.html
1202.04(a) - General Information About the Goods or Services,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d29b4b_25a07_1eb.html
1202.04(b) - Widely Used Messages,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d29b4b_25b93_92.html
1202.04(c) - Matter from Religious Texts,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d29b4b_25bbe_bd.html
1202.04(d) - Response Options,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d29b4b_25bec_b4.html
1202.05 - Color as a Mark,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e1975.html
1202.05(a) - Color Marks Never Inherently Distinctive,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2025.html
1202.05(b) - Functional Color Marks Not Registrable,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2081.html
1202.05(c) - Color as a Separable Element,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2146.html
1202.05(d) - Drawings of Color Marks Required,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2169.html
1202.05(d)(i) - Drawings of Color Marks in Trademark Applications,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2175.html
1202.05(d)(ii) - Drawings of Color Marks in Service Mark Applications,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2193.html
1202.05(d)(iii) - Amendment of Drawings of Color Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2239.html
1202.05(d)(iv) - Drawings for Marks Including Both Color and Words or Design,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2245.html
1202.05(e) - Written Descriptions of Color Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2251.html
1202.05(f) - Specimens for Color Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2281.html
1202.05(g) - Special Considerations for Service Mark Applications,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2300.html
1202.05(h) - Color Marks in §1(b) Applications,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2321.html
1202.05(i) - Color Marks in §44 or §66(a) Applications,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2338.html
1202.06 - Goods in Trade,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2360.html
1202.06(a) - Goods Must Have Utility to Others,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2381.html
1202.06(b) - Registration Must Be Refused if Trademark Not Used on Goods in Trade,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2415.html
"1202.06(c) - Goods in Trade in §1(b), §44, and §66(a) Applications",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2425.html
"1202.07 - Marks That Identify Columns, Sections, and Supplements of Publications",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2436.html
"1202.07(a) - Marks That Identify Columns, Sections, and Supplements of Printed, Downloadable, or Recorded Publications in §1(a) Applications",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2440.html
1202.07(a)(i) - Syndicated Columns and Sections in §1(a) Applications,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2467.html
1202.07(a)(ii) - Non-Syndicated Columns and Sections in §1(a) Applications,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2473.html
"1202.07(a)(iii) - Marks That Identify Columns and Sections of Printed, Downloadable, or Recorded Publications in §1(b), §44, and §66(a) Applications",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2496.html
1202.07(b) - Marks That Identify Columns and Sections of Online Publications,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2507.html
1202.08 - Title of a Single Creative Work,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2517.html
1202.08(a) - What Constitutes a Single Creative Work,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2542.html
1202.08(b) - What Does Not Constitute a Single Creative Work,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2551.html
1202.08(c) - Complete Title of the Work – Evidence of a Series,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2566.html
1202.08(d) - Portion of a Title of the Work,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2574.html
1202.08(d)(i) - Mark Must Create a Separate Commercial Impression,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2586.html
1202.08(d)(ii) - Establishing a Series When the Mark is a Portion of the Title,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2592.html
1202.08(d)(iii) - Evidence that the Portion of the Title is Promoted or Recognized as a Mark,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2598.html
1202.08(e) - Identification of Goods/Services,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2604.html
"1202.08(f) - Title of a Single Work in §1(b), §44, and §66(a) Applications",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2621.html
1202.09 - Names of Artists and Authors,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2634.html
1202.09(a) - Names and Pseudonyms of Authors and Performing Artists,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2638.html
1202.09(a)(i) - Author or Performer’s Name – Evidence of a Series,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2659.html
1202.09(a)(ii) - Evidence that the Name is a Source Identifier,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2667.html
1202.09(a)(ii)(A) - Promotion and Recognition of the Name,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2687.html
1202.09(a)(ii)(B) - Control over the Nature and Quality of the Goods,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2693.html
"1202.09(a)(iii) - Names of Authors and Performing Artists in §1(b), §44, and §66(a) Applications",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2708.html
1202.09(b) - Names of Artists Used on Original Works of Art,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2723.html
1202.10 - Names and Designs of Characters in Creative Works,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2735.html
"1202.10(a) - Names and Designs of Characters in Creative Works in §1(b), §44, or §66(a) Applications",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2761.html
1202.11 - Background Designs and Shapes,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2776.html
1202.12 - Varietal and Cultivar Names (Examination of Applications for Seeds and Plants),https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2820.html
"1202.13 - Scent, Fragrance, or Flavor",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2882.html
1202.14 - Holograms,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2911.html
1202.15 - Sound Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e2927.html
1202.16 - Model or Grade Designations,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e3027.html
1202.16(a) - Examination of Marks with Model and Grade Designations,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_2717c_1d6.html
1202.16(b) - Identifying Model and Grade Designations in Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29cc0_1a9.html
1202.16(b)(i) - Model Designations,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_2751e_3b1.html
1202.16(b)(i)(A) - Stylization of Display,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29ccc_37e.html
1202.16(b)(i)(B) - Size of Proposed Mark,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29cd0_1b9.html
1202.16(b)(i)(C) - Physical Location,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29cd3_3.html
1202.16(b)(ii) - Grade Designations,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29cd6_2a3.html
1202.16(c) - Procedures for Handling Marks with Model and Grade Designations,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29cda_1b9.html
1202.16(c)(i) - Evidentiary Considerations when Issuing Model or Grade Designation Refusals,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29cdc_33f.html
1202.16(c)(i)(A) - Model Designations,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29cdf_de.html
1202.16(c)(i)(B) - Grade Designations,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29ce2_1a9.html
1202.16(c)(ii) - Entire Mark Consists of Model or Grade Designation in §1(a) Applications,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29ce5_284.html
1202.16(c)(iii) - Composite Mark with Model or Grade Designation in §1(a) Applications,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29ceb_35f.html
1202.16(c)(iii)(A) - Model or Grade Designations with Arbitrary and/or Suggestive Matter,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29cee_2b3.html
"1202.16(c)(iii)(B) - Model or Grade Designations with Descriptive, Generic, and/or Informational Matter",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29cf2_320.html
1202.16(c)(iv) - Drawing and Specimen Agreement Issues in §1(a) Applications,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29cf6_23.html
